Start	Stop	Orientation	Length	LocusID	Class	Product	Note	SignalPeptide
871261	871713	+	453	Amuc_0735--Amuc_0736	intergenic	intergenic	-	-
872209	872396	+	188	Amuc_0736--Amuc_0737	intergenic	intergenic	-	-
873849	873860	+	12	Amuc_0737--Amuc_0738	intergenic	intergenic	-	-
875385	875468	+	84	Amuc_0738--Amuc_0739	intergenic	intergenic	-	-
876707	876738	+	32	Amuc_0740--Amuc_0741	intergenic	intergenic	-	-
877495	877518	+	24	Amuc_0741--Amuc_0742	intergenic	intergenic	-	-
878506	878704	+	199	Amuc_0742--Amuc_0743	intergenic	intergenic	-	-
879239	879378	+	140	Amuc_0743--Amuc_0744	intergenic	intergenic	-	-
880447	880604	+	158	Amuc_0744--Amuc_0745	intergenic	intergenic	-	-
881247	881407	+	161	Amuc_0745--Amuc_0746	intergenic	intergenic	-	-
881888	881928	+	41	Amuc_0746--Amuc_0747	intergenic	intergenic	-	-
882268	882340	+	73	Amuc_0747--Amuc_0748	intergenic	intergenic	-	-
883277	883279	+	3	Amuc_0748--Amuc_0749	intergenic	intergenic	-	-
885025	885111	+	87	Amuc_0750--Amuc_0751	intergenic	intergenic	-	-
885331	885470	+	140	Amuc_0751--Amuc_0752	intergenic	intergenic	-	-
886323	886435	+	113	Amuc_0752--Amuc_0753	intergenic	intergenic	-	-
887423	887432	+	10	Amuc_0753--Amuc_0754	intergenic	intergenic	-	-
889430	889450	+	21	Amuc_0755--Amuc_0756	intergenic	intergenic	-	-
890438	890739	+	302	Amuc_0756--Amuc_0757	intergenic	intergenic	-	-
891895	891921	+	27	Amuc_0757--Amuc_0758	intergenic	intergenic	-	-
892729	893180	+	452	Amuc_0758--Amuc_0759	intergenic	intergenic	-	-
894456	894575	+	120	Amuc_0759--Amuc_0760	intergenic	intergenic	-	-
895575	895655	+	81	Amuc_0760--Amuc_0761	intergenic	intergenic	-	-
897729	897887	+	159	Amuc_0761--Amuc_0762	intergenic	intergenic	-	-
899184	899332	+	149	Amuc_0764--Amuc_0765	intergenic	intergenic	-	-
899453	899651	+	199	Amuc_0765--Amuc_0766	intergenic	intergenic	-	-
901518	901756	+	239	Amuc_0766--Amuc_R0024	intergenic	intergenic	-	-
901843	902000	+	158	Amuc_R0024--Amuc_0767	intergenic	intergenic	-	-
902487	902505	+	19	Amuc_0767--Amuc_0768	intergenic	intergenic	-	-
903043	903162	+	120	Amuc_0768--Amuc_0769	intergenic	intergenic	-	-
905392	905681	+	290	Amuc_0769--Amuc_0770	intergenic	intergenic	-	-
906336	906705	+	370	Amuc_0770--Amuc_0771	intergenic	intergenic	-	-
908638	908841	+	204	Amuc_0771--Amuc_0772	intergenic	intergenic	-	-
910648	910778	+	131	Amuc_0772--Amuc_0773	intergenic	intergenic	-	-
911928	911989	+	62	Amuc_0773--Amuc_0774	intergenic	intergenic	-	-
913400	913421	+	22	Amuc_0774--Amuc_0775	intergenic	intergenic	-	-
913890	913919	+	30	Amuc_0775--Amuc_0776	intergenic	intergenic	-	-
914379	914941	+	563	Amuc_0776--Amuc_0777	intergenic	intergenic	-	-
915842	916013	+	172	Amuc_0777--Amuc_0778	intergenic	intergenic	-	-
917037	917127	+	91	Amuc_0778--Amuc_0779	intergenic	intergenic	-	-
917638	917722	+	85	Amuc_0779--Amuc_0780	intergenic	intergenic	-	-
917942	918012	+	71	Amuc_0780--Amuc_0781	intergenic	intergenic	-	-
918208	918223	+	16	Amuc_0781--Amuc_0782	intergenic	intergenic	-	-
920238	920926	+	689	Amuc_0784--Amuc_R0025	intergenic	intergenic	-	-
921002	921167	+	166	Amuc_R0025--Amuc_0785	intergenic	intergenic	-	-
922278	922409	+	132	Amuc_0785--Amuc_0786	intergenic	intergenic	-	-
923451	923534	+	84	Amuc_0786--Amuc_0787	intergenic	intergenic	-	-
924411	924483	+	73	Amuc_0787--Amuc_0788	intergenic	intergenic	-	-
926020	926131	+	112	Amuc_0788--Amuc_0789	intergenic	intergenic	-	-
926786	927171	+	386	Amuc_0789--Amuc_0790	intergenic	intergenic	-	-
928474	928721	+	248	Amuc_0790--Amuc_0791	intergenic	intergenic	-	-
931024	931094	+	71	Amuc_0792--Amuc_0793	intergenic	intergenic	-	-
931914	932053	+	140	Amuc_0793--Amuc_0794	intergenic	intergenic	-	-
932489	932545	+	57	Amuc_0794--Amuc_0795	intergenic	intergenic	-	-
933557	933557	+	1	Amuc_0795--Amuc_0796	intergenic	intergenic	-	-
934203	934454	+	252	Amuc_0796--Amuc_0797	intergenic	intergenic	-	-
935241	935257	+	17	Amuc_0797--Amuc_0798	intergenic	intergenic	-	-
936740	937082	+	343	Amuc_0798--Amuc_0799	intergenic	intergenic	-	-
940662	940901	+	240	Amuc_0799--Amuc_0800	intergenic	intergenic	-	-
941007	941127	+	121	Amuc_0800--Amuc_0801	intergenic	intergenic	-	-
941566	941689	+	124	Amuc_0801--Amuc_0802	intergenic	intergenic	-	-
942011	942091	+	81	Amuc_0802--Amuc_0803	intergenic	intergenic	-	-
944231	944277	+	47	Amuc_0803--Amuc_0804	intergenic	intergenic	-	-
945046	945104	+	59	Amuc_0804--Amuc_0805	intergenic	intergenic	-	-
945306	945358	+	53	Amuc_0805--Amuc_0806	intergenic	intergenic	-	-
947108	947117	+	10	Amuc_0806--Amuc_0807	intergenic	intergenic	-	-
947823	947914	+	92	Amuc_0807--Amuc_0808	intergenic	intergenic	-	-
951611	951678	+	68	Amuc_0808--Amuc_0809	intergenic	intergenic	-	-
952162	952282	+	121	Amuc_0809--Amuc_0810	intergenic	intergenic	-	-
953747	953939	+	193	Amuc_0810--Amuc_0811	intergenic	intergenic	-	-
956990	957475	+	486	Amuc_0812--Amuc_0813	intergenic	intergenic	-	-
958547	958954	+	408	Amuc_0813--Amuc_0814	intergenic	intergenic	-	-
959765	959855	+	91	Amuc_0814--Amuc_0815	intergenic	intergenic	-	-
960540	961034	+	495	Amuc_0815--Amuc_0816	intergenic	intergenic	-	-
962136	962439	+	304	Amuc_0816--Amuc_0817	intergenic	intergenic	-	-
962881	962982	+	102	Amuc_0817--Amuc_0818	intergenic	intergenic	-	-
964036	964235	+	200	Amuc_0818--Amuc_0819	intergenic	intergenic	-	-
965616	965904	+	289	Amuc_0819--Amuc_0820	intergenic	intergenic	-	-
966637	966665	+	29	Amuc_0820--Amuc_0821	intergenic	intergenic	-	-
967161	967214	+	54	Amuc_0821--Amuc_0822	intergenic	intergenic	-	-
968031	968154	+	124	Amuc_0822--Amuc_0823	intergenic	intergenic	-	-
969217	969352	+	136	Amuc_0823--Amuc_0824	intergenic	intergenic	-	-
973148	973335	+	188	Amuc_0824--Amuc_0825	intergenic	intergenic	-	-
974020	974025	+	6	Amuc_0825--Amuc_0826	intergenic	intergenic	-	-
975037	975476	+	440	Amuc_0826--Amuc_0827	intergenic	intergenic	-	-
978156	978168	+	13	Amuc_0827--Amuc_0828	intergenic	intergenic	-	-
978868	979020	+	153	Amuc_0828--Amuc_0829	intergenic	intergenic	-	-
979801	979912	+	112	Amuc_0829--Amuc_0830	intergenic	intergenic	-	-
981614	981635	+	22	Amuc_0830--Amuc_0831	intergenic	intergenic	-	-
983757	983785	+	29	Amuc_0831--Amuc_0832	intergenic	intergenic	-	-
984362	984633	+	272	Amuc_0832--Amuc_0833	intergenic	intergenic	-	-
984988	984988	+	1	Amuc_0833--Amuc_0834	intergenic	intergenic	-	-
985946	986154	+	209	Amuc_0834--Amuc_0835	intergenic	intergenic	-	-
986329	986446	+	118	Amuc_0835--Amuc_0836	intergenic	intergenic	-	-
989030	989915	+	886	Amuc_0836--Amuc_R0026	intergenic	intergenic	-	-
991421	991588	+	168	Amuc_R0026--Amuc_R0027	intergenic	intergenic	-	-
991665	991688	+	24	Amuc_R0027--Amuc_R0028	intergenic	intergenic	-	-
991766	991975	+	210	Amuc_R0028--Amuc_R0029	intergenic	intergenic	-	-
994810	995049	+	240	Amuc_R0029--Amuc_R0030	intergenic	intergenic	-	-
995166	995680	+	515	Amuc_R0030--Amuc_0837	intergenic	intergenic	-	-
997238	997515	+	278	Amuc_0837--Amuc_0838	intergenic	intergenic	-	-
998008	998019	+	12	Amuc_0838--Amuc_0839	intergenic	intergenic	-	-
998548	998942	+	395	Amuc_0839--Amuc_0840	intergenic	intergenic	-	-
1000623	1000758	+	136	Amuc_0840--Amuc_0841	intergenic	intergenic	-	-
1002136	1002317	+	182	Amuc_0841--Amuc_0842	intergenic	intergenic	-	-
1004508	1004672	+	165	Amuc_0843--Amuc_0844	intergenic	intergenic	-	-
1005963	1006116	+	154	Amuc_0844--Amuc_0845	intergenic	intergenic	-	-
1006951	1007088	+	138	Amuc_0845--Amuc_0846	intergenic	intergenic	-	-
1009204	1009271	+	68	Amuc_0846--Amuc_0847	intergenic	intergenic	-	-
1010337	1010390	+	54	Amuc_0847--Amuc_0848	intergenic	intergenic	-	-
1013800	1013807	+	8	Amuc_0849--Amuc_0850	intergenic	intergenic	-	-
1015032	1015046	+	15	Amuc_0850--Amuc_0851	intergenic	intergenic	-	-
1015371	1015515	+	145	Amuc_0851--Amuc_0852	intergenic	intergenic	-	-
1016089	1016267	+	179	Amuc_0852--Amuc_0853	intergenic	intergenic	-	-
1017732	1017885	+	154	Amuc_0853--Amuc_0854	intergenic	intergenic	-	-
1018159	1018287	+	129	Amuc_0854--Amuc_0855	intergenic	intergenic	-	-
1020439	1020759	+	321	Amuc_0855--Amuc_0856	intergenic	intergenic	-	-
1022374	1022487	+	114	Amuc_0856--Amuc_0857	intergenic	intergenic	-	-
1024397	1024463	+	67	Amuc_0858--Amuc_0859	intergenic	intergenic	-	-
1026204	1026281	+	78	Amuc_0859--Amuc_0860	intergenic	intergenic	-	-
1027035	1027060	+	26	Amuc_0860--Amuc_0861	intergenic	intergenic	-	-
1027256	1027306	+	51	Amuc_0861--Amuc_0862	intergenic	intergenic	-	-
1029404	1029952	+	549	Amuc_0862--Amuc_0863	intergenic	intergenic	-	-
1032188	1032238	+	51	Amuc_0863--Amuc_0864	intergenic	intergenic	-	-
1033958	1034185	+	228	Amuc_0864--Amuc_0865	intergenic	intergenic	-	-
1034735	1034861	+	127	Amuc_0865--Amuc_0866	intergenic	intergenic	-	-
1035438	1035675	+	238	Amuc_0866--Amuc_0867	intergenic	intergenic	-	-
1036825	1036914	+	90	Amuc_0867--Amuc_0868	intergenic	intergenic	-	-
1038565	1038693	+	129	Amuc_0868--Amuc_0869	intergenic	intergenic	-	-
1039885	1039892	+	8	Amuc_0869--Amuc_0870	intergenic	intergenic	-	-
1041039	1041127	+	89	Amuc_0870--Amuc_0871	intergenic	intergenic	-	-
1041542	1041729	+	188	Amuc_0871--Amuc_0872	intergenic	intergenic	-	-
1042987	1043013	+	27	Amuc_0872--Amuc_0873	intergenic	intergenic	-	-
1043473	1043595	+	123	Amuc_0873--Amuc_0874	intergenic	intergenic	-	-
1044163	1044267	+	105	Amuc_0874--Amuc_0875	intergenic	intergenic	-	-
1045210	1045388	+	179	Amuc_0875--Amuc_0876	intergenic	intergenic	-	-
1047642	1047671	+	30	Amuc_0876--Amuc_0877	intergenic	intergenic	-	-
1049331	1049382	+	52	Amuc_0877--Amuc_0878	intergenic	intergenic	-	-
1050169	1050193	+	25	Amuc_0878--Amuc_0879	intergenic	intergenic	-	-
1050992	1051142	+	151	Amuc_0879--Amuc_0880	intergenic	intergenic	-	-
1051848	1051894	+	47	Amuc_0880--Amuc_0881	intergenic	intergenic	-	-
1052279	1052356	+	78	Amuc_0881--Amuc_0882	intergenic	intergenic	-	-
1052687	1052720	+	34	Amuc_0882--Amuc_0883	intergenic	intergenic	-	-
1052910	1053000	+	91	Amuc_0883--Amuc_0884	intergenic	intergenic	-	-
1053865	1053893	+	29	Amuc_0884--Amuc_0885	intergenic	intergenic	-	-
1055169	1055186	+	18	Amuc_0885--Amuc_0886	intergenic	intergenic	-	-
1056162	1056182	+	21	Amuc_0886--Amuc_0887	intergenic	intergenic	-	-
1057122	1057368	+	247	Amuc_0887--Amuc_0888	intergenic	intergenic	-	-
1058182	1058477	+	296	Amuc_0888--Amuc_0889	intergenic	intergenic	-	-
1059633	1059638	+	6	Amuc_0889--Amuc_0890	intergenic	intergenic	-	-
1062744	1063170	+	427	Amuc_0890--Amuc_0891	intergenic	intergenic	-	-
1063774	1063784	+	11	Amuc_0891--Amuc_0892	intergenic	intergenic	-	-
1066233	1066279	+	47	Amuc_0892--Amuc_0893	intergenic	intergenic	-	-
1066724	1066957	+	234	Amuc_0893--Amuc_0894	intergenic	intergenic	-	-
1067717	1067830	+	114	Amuc_0894--Amuc_0895	intergenic	intergenic	-	-
1068290	1068429	+	140	Amuc_0895--Amuc_0896	intergenic	intergenic	-	-
1069951	1070018	+	68	Amuc_0896--Amuc_0897	intergenic	intergenic	-	-
1070457	1070693	+	237	Amuc_0897--Amuc_0898	intergenic	intergenic	-	-
1073304	1073415	+	112	Amuc_0898--Amuc_0899	intergenic	intergenic	-	-
1074589	1074809	+	221	Amuc_0899--Amuc_0900	intergenic	intergenic	-	-
1075242	1075264	+	23	Amuc_0900--Amuc_0901	intergenic	intergenic	-	-
1075670	1075858	+	189	Amuc_0901--Amuc_0902	intergenic	intergenic	-	-
1076292	1076611	+	320	Amuc_0902--Amuc_0903	intergenic	intergenic	-	-
1077278	1077466	+	189	Amuc_0903--Amuc_0904	intergenic	intergenic	-	-
1080221	1080488	+	268	Amuc_0904--Amuc_0905	intergenic	intergenic	-	-
1081053	1081424	+	372	Amuc_0905--Amuc_0906	intergenic	intergenic	-	-
1082553	1082692	+	140	Amuc_0906--Amuc_0907	intergenic	intergenic	-	-
1083209	1083347	+	139	Amuc_0907--Amuc_0908	intergenic	intergenic	-	-
1085592	1085663	+	72	Amuc_0908--Amuc_0909	intergenic	intergenic	-	-
1086780	1086909	+	130	Amuc_0909--Amuc_0910	intergenic	intergenic	-	-
1087828	1087838	+	11	Amuc_0910--Amuc_0911	intergenic	intergenic	-	-
1089072	1089171	+	100	Amuc_0911--Amuc_0912	intergenic	intergenic	-	-
1089922	1090067	+	146	Amuc_0912--Amuc_0913	intergenic	intergenic	-	-
1090626	1090785	+	160	Amuc_0913--Amuc_0914	intergenic	intergenic	-	-
1091125	1091429	+	305	Amuc_0914--Amuc_0915	intergenic	intergenic	-	-
1093701	1093986	+	286	Amuc_0915--Amuc_0916	intergenic	intergenic	-	-
1094266	1094294	+	29	Amuc_0916--Amuc_0917	intergenic	intergenic	-	-
1096803	1096829	+	27	Amuc_0917--Amuc_0918	intergenic	intergenic	-	-
1098045	1098102	+	58	Amuc_0918--Amuc_R0031	intergenic	intergenic	-	-
1098209	1098254	+	46	Amuc_R0031--Amuc_0919	intergenic	intergenic	-	-
1099272	1099437	+	166	Amuc_0919--Amuc_0920	intergenic	intergenic	-	-
1100860	1100932	+	73	Amuc_0920--Amuc_0921	intergenic	intergenic	-	-
1103621	1103657	+	37	Amuc_0921--Amuc_0922	intergenic	intergenic	-	-
1105116	1105157	+	42	Amuc_0922--Amuc_0923	intergenic	intergenic	-	-
1105680	1105798	+	119	Amuc_0923--Amuc_0924	intergenic	intergenic	-	-
1106684	1106906	+	223	Amuc_0924--Amuc_0925	intergenic	intergenic	-	-
1107135	1107200	+	66	Amuc_0925--Amuc_0926	intergenic	intergenic	-	-
1107783	1107794	+	12	Amuc_0926--Amuc_0927	intergenic	intergenic	-	-
1108197	1108217	+	21	Amuc_0927--Amuc_0928	intergenic	intergenic	-	-
1108758	1108792	+	35	Amuc_0928--Amuc_0929	intergenic	intergenic	-	-
1109156	1109348	+	193	Amuc_0929--Amuc_0930	intergenic	intergenic	-	-
1109835	1109896	+	62	Amuc_0930--Amuc_0931	intergenic	intergenic	-	-
1110356	1110376	+	21	Amuc_0931--Amuc_0932	intergenic	intergenic	-	-
1111999	1112025	+	27	Amuc_0933--Amuc_0934	intergenic	intergenic	-	-
1112677	1112689	+	13	Amuc_0934--Amuc_0935	intergenic	intergenic	-	-
1113488	1113505	+	18	Amuc_0935--Amuc_0936	intergenic	intergenic	-	-
1114574	1114738	+	165	Amuc_0936--Amuc_0937	intergenic	intergenic	-	-
1116296	1116330	+	35	Amuc_0937--Amuc_0938	intergenic	intergenic	-	-
1118419	1118529	+	111	Amuc_0938--Amuc_0939	intergenic	intergenic	-	-
1119646	1119854	+	209	Amuc_0939--Amuc_0940	intergenic	intergenic	-	-
1121205	1121218	+	14	Amuc_0940--Amuc_0941	intergenic	intergenic	-	-
1122350	1122372	+	23	Amuc_0941--Amuc_0942	intergenic	intergenic	-	-
1123246	1123288	+	43	Amuc_0942--Amuc_0943	intergenic	intergenic	-	-
1125541	1125946	+	406	Amuc_0944--Amuc_0945	intergenic	intergenic	-	-
1127024	1127104	+	81	Amuc_0945--Amuc_0946	intergenic	intergenic	-	-
1127669	1127731	+	63	Amuc_0946--Amuc_0947	intergenic	intergenic	-	-
1128773	1128856	+	84	Amuc_0947--Amuc_0948	intergenic	intergenic	-	-
1130006	1130149	+	144	Amuc_0948--Amuc_0949	intergenic	intergenic	-	-
1130744	1130900	+	157	Amuc_0949--Amuc_0950	intergenic	intergenic	-	-
1132245	1132248	+	4	Amuc_0950--Amuc_0951	intergenic	intergenic	-	-
1133722	1134048	+	327	Amuc_0951--Amuc_0952	intergenic	intergenic	-	-
1134808	1134987	+	180	Amuc_0952--Amuc_0953	intergenic	intergenic	-	-
1139233	1139262	+	30	Amuc_0953--Amuc_0954	intergenic	intergenic	-	-
1139407	1139420	+	14	Amuc_0954--Amuc_0955	intergenic	intergenic	-	-
1139799	1139939	+	141	Amuc_0955--Amuc_0956	intergenic	intergenic	-	-
1141992	1142033	+	42	Amuc_0956--Amuc_0957	intergenic	intergenic	-	-
1143330	1143583	+	254	Amuc_0957--Amuc_0958	intergenic	intergenic	-	-
1144346	1144359	+	14	Amuc_0958--Amuc_0959	intergenic	intergenic	-	-
1145005	1145035	+	31	Amuc_0959--Amuc_0960	intergenic	intergenic	-	-
1145744	1145840	+	97	Amuc_0960--Amuc_0961	intergenic	intergenic	-	-
1146690	1146757	+	68	Amuc_0961--Amuc_0962	intergenic	intergenic	-	-
1148525	1148830	+	306	Amuc_0962--Amuc_0963	intergenic	intergenic	-	-
1150604	1150656	+	53	Amuc_0963--Amuc_0964	intergenic	intergenic	-	-
1151089	1151123	+	35	Amuc_0964--Amuc_0965	intergenic	intergenic	-	-
1152999	1153069	+	71	Amuc_0965--Amuc_0966	intergenic	intergenic	-	-
1153817	1154022	+	206	Amuc_0966--Amuc_0967	intergenic	intergenic	-	-
1154689	1155090	+	402	Amuc_0967--Amuc_0968	intergenic	intergenic	-	-
1156468	1156685	+	218	Amuc_0968--Amuc_0969	intergenic	intergenic	-	-
1157865	1157873	+	9	Amuc_0969--Amuc_0970	intergenic	intergenic	-	-
1160172	1160383	+	212	Amuc_0970--Amuc_0971	intergenic	intergenic	-	-
1163336	1163545	+	210	Amuc_0972--Amuc_0973	intergenic	intergenic	-	-
1164674	1164678	+	5	Amuc_0973--Amuc_0974	intergenic	intergenic	-	-
1165408	1165538	+	131	Amuc_0974--Amuc_0975	intergenic	intergenic	-	-
1165782	1165849	+	68	Amuc_0975--Amuc_0976	intergenic	intergenic	-	-
1166420	1166423	+	4	Amuc_0976--Amuc_0977	intergenic	intergenic	-	-
1167602	1167769	+	168	Amuc_0978--Amuc_0979	intergenic	intergenic	-	-
1168214	1169061	+	848	Amuc_0979--Amuc_0980	intergenic	intergenic	-	-
1169331	1169389	+	59	Amuc_0980--Amuc_0981	intergenic	intergenic	-	-
1169840	1169842	+	3	Amuc_0981--Amuc_0982	intergenic	intergenic	-	-
1170698	1171298	+	601	Amuc_0982--Amuc_0983	intergenic	intergenic	-	-
1177089	1177645	+	557	Amuc_0983--Amuc_0984	intergenic	intergenic	-	-
1178414	1178453	+	40	Amuc_0984--Amuc_0985	intergenic	intergenic	-	-
1180413	1180433	+	21	Amuc_0985--Amuc_0986	intergenic	intergenic	-	-
1181136	1181335	+	200	Amuc_0986--Amuc_0987	intergenic	intergenic	-	-
1181609	1181610	+	2	Amuc_0987--Amuc_0988	intergenic	intergenic	-	-
1182427	1182459	+	33	Amuc_0988--Amuc_0989	intergenic	intergenic	-	-
1182694	1183124	+	431	Amuc_0989--Amuc_0990	intergenic	intergenic	-	-
1183833	1184126	+	294	Amuc_0990--Amuc_0991	intergenic	intergenic	-	-
1184868	1185084	+	217	Amuc_0991--Amuc_0992	intergenic	intergenic	-	-
1185505	1185517	+	13	Amuc_0992--Amuc_0993	intergenic	intergenic	-	-
1186724	1186746	+	23	Amuc_0993--Amuc_0994	intergenic	intergenic	-	-
1187494	1187619	+	126	Amuc_0994--Amuc_0995	intergenic	intergenic	-	-
1188139	1188200	+	62	Amuc_0995--Amuc_0996	intergenic	intergenic	-	-
1189812	1189933	+	122	Amuc_0996--Amuc_0997	intergenic	intergenic	-	-
1190642	1190850	+	209	Amuc_0997--Amuc_0998	intergenic	intergenic	-	-
1190980	1191192	+	213	Amuc_0998--Amuc_0999	intergenic	intergenic	-	-
1191787	1192134	+	348	Amuc_0999--Amuc_R0032	intergenic	intergenic	-	-
1192212	1192258	+	47	Amuc_R0032--Amuc_1000	intergenic	intergenic	-	-
1192640	1192800	+	161	Amuc_1000--Amuc_1001	intergenic	intergenic	-	-
1193707	1193887	+	181	Amuc_1001--Amuc_1002	intergenic	intergenic	-	-
1195175	1195192	+	18	Amuc_1002--Amuc_1003	intergenic	intergenic	-	-
1196327	1196464	+	138	Amuc_1003--Amuc_1004	intergenic	intergenic	-	-
1197514	1197635	+	122	Amuc_1004--Amuc_1005	intergenic	intergenic	-	-
1198092	1198126	+	35	Amuc_1005--Amuc_1006	intergenic	intergenic	-	-
1198676	1198814	+	139	Amuc_1006--Amuc_1007	intergenic	intergenic	-	-
1199712	1200227	+	516	Amuc_1007--Amuc_1008	intergenic	intergenic	-	-
1204164	1204446	+	283	Amuc_1008--Amuc_1009	intergenic	intergenic	-	-
1205758	1206018	+	261	Amuc_1009--Amuc_1010	intergenic	intergenic	-	-
1206505	1206663	+	159	Amuc_1010--Amuc_1011	intergenic	intergenic	-	-
1207504	1207541	+	38	Amuc_1011--Amuc_1012	intergenic	intergenic	-	-
1208349	1208354	+	6	Amuc_1012--Amuc_1013	intergenic	intergenic	-	-
1208952	1208965	+	14	Amuc_1013--Amuc_1014	intergenic	intergenic	-	-
1209547	1209563	+	17	Amuc_1015--Amuc_1016	intergenic	intergenic	-	-
1210586	1210601	+	16	Amuc_1017--Amuc_1018	intergenic	intergenic	-	-
1211208	1211401	+	194	Amuc_1018--Amuc_1019	intergenic	intergenic	-	-
1213615	1214023	+	409	Amuc_1020--Amuc_1021	intergenic	intergenic	-	-
1214432	1214498	+	67	Amuc_1021--Amuc_1022	intergenic	intergenic	-	-
1217137	1217202	+	66	Amuc_1024--Amuc_1025	intergenic	intergenic	-	-
1217977	1218178	+	202	Amuc_1025--Amuc_1026	intergenic	intergenic	-	-
1218683	1218762	+	80	Amuc_1026--Amuc_1027	intergenic	intergenic	-	-
1220758	1220844	+	87	Amuc_1027--Amuc_1028	intergenic	intergenic	-	-
1221496	1221832	+	337	Amuc_1028--Amuc_1029	intergenic	intergenic	-	-
1223086	1223089	+	4	Amuc_1030--Amuc_1031	intergenic	intergenic	-	-
1224506	1224626	+	121	Amuc_1031--Amuc_1032	intergenic	intergenic	-	-
1226184	1226292	+	109	Amuc_1032--Amuc_1033	intergenic	intergenic	-	-
1228039	1228268	+	230	Amuc_1033--Amuc_1034	intergenic	intergenic	-	-
1229253	1229317	+	65	Amuc_1034--Amuc_1035	intergenic	intergenic	-	-
1229600	1229682	+	83	Amuc_1035--Amuc_1036	intergenic	intergenic	-	-
1231483	1231729	+	247	Amuc_1036--Amuc_1037	intergenic	intergenic	-	-
1231934	1232003	+	70	Amuc_1037--Amuc_1038	intergenic	intergenic	-	-
1232172	1232284	+	113	Amuc_1038--Amuc_1039	intergenic	intergenic	-	-
1237883	1238245	+	363	Amuc_1039--Amuc_1040	intergenic	intergenic	-	-
1242443	1242514	+	72	Amuc_1040--Amuc_1041	intergenic	intergenic	-	-
1246454	1246654	+	201	Amuc_1041--Amuc_1042	intergenic	intergenic	-	-
1247030	1247187	+	158	Amuc_1042--Amuc_1043	intergenic	intergenic	-	-
1247692	1247712	+	21	Amuc_1043--Amuc_1044	intergenic	intergenic	-	-
1248415	1248465	+	51	Amuc_1044--Amuc_1045	intergenic	intergenic	-	-
1248895	1248960	+	66	Amuc_1045--Amuc_1046	intergenic	intergenic	-	-
1249531	1249559	+	29	Amuc_1046--Amuc_1047	intergenic	intergenic	-	-
1249788	1249820	+	33	Amuc_1047--Amuc_R0033	intergenic	intergenic	-	-
1249897	1249990	+	94	Amuc_R0033--Amuc_1048	intergenic	intergenic	-	-
1251176	1251219	+	44	Amuc_1048--Amuc_R0034	intergenic	intergenic	-	-
1251295	1251500	+	206	Amuc_R0034--Amuc_1049	intergenic	intergenic	-	-
1252584	1252606	+	23	Amuc_1049--Amuc_1050	intergenic	intergenic	-	-
1253978	1254016	+	39	Amuc_1050--Amuc_1051	intergenic	intergenic	-	-
1254674	1254795	+	122	Amuc_1051--Amuc_1052	intergenic	intergenic	-	-
1256107	1256368	+	262	Amuc_1052--Amuc_1053	intergenic	intergenic	-	-
1258793	1258825	+	33	Amuc_1053--Amuc_1054	intergenic	intergenic	-	-
1259576	1259611	+	36	Amuc_1054--Amuc_1055	intergenic	intergenic	-	-
1260548	1260599	+	52	Amuc_1055--Amuc_1056	intergenic	intergenic	-	-
1261338	1261593	+	256	Amuc_1056--Amuc_1057	intergenic	intergenic	-	-
1261867	1261958	+	92	Amuc_1057--Amuc_1058	intergenic	intergenic	-	-
1262586	1262717	+	132	Amuc_1058--Amuc_1059	intergenic	intergenic	-	-
1265877	1265966	+	90	Amuc_1059--Amuc_1060	intergenic	intergenic	-	-
1267392	1267417	+	26	Amuc_1060--Amuc_1061	intergenic	intergenic	-	-
1268699	1268844	+	146	Amuc_1061--Amuc_1062	intergenic	intergenic	-	-
1269274	1269355	+	82	Amuc_1062--Amuc_1063	intergenic	intergenic	-	-
1270382	1270393	+	12	Amuc_1063--Amuc_1064	intergenic	intergenic	-	-
1271876	1272007	+	132	Amuc_1064--Amuc_1065	intergenic	intergenic	-	-
1272653	1272981	+	329	Amuc_1065--Amuc_1066	intergenic	intergenic	-	-
1273567	1273672	+	106	Amuc_1066--Amuc_1067	intergenic	intergenic	-	-
1274591	1274627	+	37	Amuc_1067--Amuc_1068	intergenic	intergenic	-	-
1275813	1275835	+	23	Amuc_1068--Amuc_1069	intergenic	intergenic	-	-
